ID,Title,Author,Trick_Summary,Label
B-13,地獄の道化師（機械）,江戸川乱歩,滑車とワイヤーを用い、重量のある物体（死体等）を垂直方向に急速吊り上げ。視界の外へ物体を物理的に移動させ、瞬間的な消失を演出する。作用・反作用と重力を利用した機械的ギミック。,0
B-14,一寸法師（隠し場所）,江戸川乱歩,椅子の内部や壁の間にある、成人男性が入れない「極小の空隙」を収納スペースとして活用。物理的な体積計算と、人間が入れないという空間的先入観を利用した、死体や物の隠匿工作。,0
B-15,黒蜥蜴（罠）,江戸川乱歩,床が開閉し、地下の巨大な水槽へ落下させる重力連動型の落とし穴。特定のスイッチが支点となり、板の固定を解除する機械的連動。重力による自動的な位置エネルギーの変換を利用。,0
B-16,怪人二十面相（装置）,江戸川乱歩,磁石を用いた遠隔操作。壁の裏側から強力な電磁石を使い、内側の金属製ボルトをスライドさせる。非接触での物理的干渉による密室構築。磁力という物理現象を媒介とした機械工作。,0
B-17,青銅のランプ（物理）,J・D・カー,床板の「シーソー構造」。中心を支点とした回転運動により、重みがかかると床が反転し、物体を直下の階層へ移動させる。モーメントの原理を利用した、物理的な瞬間消失ギミック。,0
B-18,三つの柩,J・D・カー,ドアの外側から糸を回し、鍵穴に差し込まれた「鍵の頭」を回転させる。摩擦係数の高い糸と、回転トルクを計算した物理的操作。内部に人がいなくても内側から鍵をかけられる機械的手法。,0
B-19,密室の境界線,島田荘司,建物の「構造的な歪み」を利用。特定の気温や湿度の変化でドアがわずかに収縮し、通常は通らない隙間が生じる。熱膨張率という物理的性質を突いた、期間限定の物理的侵入経路。,0
B-20,占星術殺人事件,島田荘司,人体の断片を幾何学的に再構成。不足している部分を他の死体の部位で補い、複数の個体が揃っていると錯覚させる。空間的な体積の組み合わせと、視覚的な面積計算を利用した偽装工作。,0
B-21,斜め屋敷の犯罪,島田荘司,建物全体を傾斜させて建築。重力のベクトルを意図的に歪め、球体が予想外の方向へ転がる現象や、水平の誤認を誘発。位置エネルギーと座標系のずれを利用した物理的移動工作。,0
B-22,人形はなぜ殺される,高木彬光,死体の首を「物理的な糸」で切断。遠隔地から張力をかけることで、時間差で物体を切断・移動させる機械的機構。糸の強度と滑車の原理を用いた非対面式の物理的破壊。,0
B-23,刺青殺人事件,高木彬光,浴室の排水口と給水システムを利用した水位の調整。水圧を利用してドアの隙間を密封、あるいは水浮力を利用して重い障害物を移動させる。流体力学と重力を組み合わせた物理的密室ギミック。,0
B-24,蝶々殺人事件,横溝正史,コントラバスのケースという「既定の体積を持つ容器」を死体運搬に利用。物体の収納率と、輸送機関（鉄道）の振動を利用した隠匿。空間の再定義と物理的な運搬効率の計算。,0
B-25,獄門島（配置）,横溝正史,死体を木の枝に吊るす際、重力とロープの長さを計算。特定の角度から見た際に、背景の風景と死体が一体化するように配置する空間的カモフラージュ。遠近法と幾何学的配置による視覚工作。,0
B-26,本陣殺人事件,横溝正史,琴の弦（ワイヤー）と庭の石灯籠を利用した、凶器の自動回収装置。弾力性と重力による引き込みを利用し、発射後の凶器を密室外へ物理的に射出する。張力のベクトル計算に基づいた機械ギミック。,0
B-27,八墓村（物理）,横溝正史,鍾乳洞内の「音の反響」と「暗闇の死角」を物理的な隠れ家として利用。音波の反射特性と光の届かない座標を地図化し、捜査網から空間的に離脱する幾何学的潜伏工作。,0
B-28,悪魔の手毬唄,横溝正史,滝の落水による「水幕」の裏側に死体を配置。水の透明度と屈折、落下の加速度による視覚遮断を利用し、物理的には存在するが視覚的に不可視な空間を創出した光学的一時隠匿。,0
B-29,病院坂の首縊りの家,横溝正史,滑車を天井の梁に設置し、死体を垂直方向に移動。上下方向の座標移動により、発見時の状況を重力に反しているように見せかける。単純機械を用いた質量の位置エネルギー変換工作。,0
B-30,三首塔,横溝正史,塔の内部にある「螺旋階段」の死角と中心軸の空洞を利用。特定の角度からしか見えない垂直方向の空間を移動経路として確保。建築物の回転対称性と死角を組み合わせた空間的侵入。,0
B-31,樽（アリバイ）,F・W・クロフツ,貨物列車の「時刻表（タイムテーブル）」と「運行速度（加速度）」の厳密な計算。特定の区間を移動するのに必要な物理的時間を算出し、アリバイの空白時間を分単位で構築。時間・速度・距離の物理的方程式。,0
B-32,クロイドン発12時30分,F・W・クロフツ,航空機の巡航速度と、地上車両の移動速度の対比。座標AからBへの最短到達時間を、複数の交通手段を組み合わせたベクトルとして計算。物理的な移動限界を逆手に取ったアリバイ論理。,0
B-33,寝台急行の謎,F・W・クロフツ,列車の通過駅の「通過時刻」と、無線通信による情報伝達のタイムラグ。物理的な位置情報と時間軸を同期させ、殺害発生時の座標を偽装する。時間の線形性と地理的座標の同期トリック。,0
B-34,英仏海峡の謎,F・W・クロフツ,船舶の航行速度と潮流の影響を計算。特定の海域で死体を投棄した際の「漂流ベクトル」を予測し、発見場所と時間を操作。流体力学的な予測と時間軸の調整。,0
B-35,アリバイ（時間）,F・W・クロフツ,時計の「長針と短針の角度」を物理的に修正。ゼンマイの巻き戻しによる時間軸の逆転と、目撃者の記憶をその偽の時間に固定。機械的な時間表示装置の操作による論理的矛盾の創出。,0
B-36,毒入りチョコレート,A・バークリー,毒物の摂取から発症までの「化学的な反応時間（代謝速度）」の計算。摂取時刻と死亡時刻の間のタイムラグを逆手に取り、毒を盛ることが可能だった時間帯を論理的に排除した時間工作。,0
B-37,ABC殺人事件（時間）,A・クリスティー,連続殺人の「発生周期」を数学的に偽装。特定の法則性（A-B-C）を強調することで、各事件の間の空白時間をランダムなノイズに見せかけ、真の目的である特定の殺害時間を隠蔽する統計的偽装。,0
B-38,アクロイド殺害事件（時間）,A・クリスティー,録音装置による「声の再生」。過去の特定の瞬間の音波を、現在の時刻に出力。録音テープという記録媒体を用い、時間の流れを一時的に固定・反復させた、情報の時間的転送工作。,0
B-39,ナイルに死す（時間）,A・クリスティー,自傷行為による出血の偽装。赤いインクという「視覚的な記号」を血液と誤認させ、負傷が発生したとされる時刻を偽装。治療の所要時間という論理的制約を利用したアリバイ工作。,0
B-40,オリエント急行殺人事件,A・クリスティー,列車が雪崩で「停止」したことによる、時間軸の凍結。外部との物理的接触が断たれた空間で、全乗客の証言を同期させ、単一の時間軸を偽造。空間の閉鎖性を利用した時間の共謀的固定。,0
B-41,そして誰もいなくなった（時間）,A・クリスティー,死体の「腐敗速度」や「体温低下」という生理学的な時間指標を、氷を用いた冷却で操作。死後経過時間を物理的に遅延・加速させ、殺害実行時の時間的座標を隠蔽した、熱力学的時間工作。,0
B-42,青列車の秘密（時間）,A・クリスティー,列車の「停車時間」と「発車時刻」の厳密な管理。わずか数分の停車時間内に、特定の物理的移動（乗下車）を完了。交通機関の厳密なスケジュールを論理的な前提としたアリバイ工作。,0
B-43,白昼の悪魔（時間）,A・クリスティー,腕時計の文字盤を「太陽光」で反射させ、遠くの目撃者に偽の時刻を認識させる。光学的な反射と、人々の時間確認という習慣的な行動を同期させた、時間の遠隔操作工作。,0
B-44,パドリントン発（時間）,A・クリスティー,並走する列車の車窓という、移動する視点。相対速度による視覚的な一瞬の交差を、唯一の目撃時刻として固定。加速度と相対速度の物理的条件が生んだ、限定的な時間窓。,0
B-45,予告殺人（時間）,A・クリスティー,「停電」という物理現象をトリガーに、時間認識を一時的に断絶させる。暗闇の中での物音（音響現象）を時間の指標に変換し、実際の発砲時刻を前後させる。照明エネルギーの遮断を利用した時間工作。,0
B-46,皇帝の鼻煙壺（時間）,J・D・カー,時計のベルを鳴らす「自動装置」。設定した時間に物理的な打撃（打鐘）を発生させ、外部に「誰かがそこにいて操作した」と思わせる。時間の自動化による、人間の存在証明の偽造。,0
B-47,帽子収集狂事件,J・D・カー,死体発見までの「時間的遅延」。物体の配置やガスの充満速度を計算し、発見者が部屋に入る時間を物理的に制御。情報の伝達速度と、物理的障害物による行動抑制を組み合わせた時間工作。,0
B-48,緑のカプセルの謎,J・D・カー,「映画フィルム」のフレームレートを利用した時間の細分化。記録された映像内の動作時間を、フィルムの回転速度（周波数）で検証し、物理的な行動限界を論理的に証明。記録媒体のサンプリング速度の利用。,0
B-49,火刑法廷（時間）,J・D・カー,「日時計」の影の角度。太陽の南中高度と座標から、特定の時刻の影の長さを幾何学的に計算。影という物理現象を時間の指標として採用し、目撃証言の矛盾を論理的に突く。,0
B-50,盲目の理髪師（時間）,J・D・カー,船内時計の「時差修正（時計を1時間戻す・進める操作）」。航海中の物理的な経度移動に伴う時間変更を利用し、法的な時間と実際の物理的時間の間に「存在しない1時間」を創出したアリバイ工作。,0
B-51,斑の紐（毒）,C・ドイル,神経毒を持つ生物（ヘビ）の導入。特定のタンパク質成分による神経伝達の物理的遮断。注入された毒素の致死量と反応時間を計算した、生物学的・化学的殺害プロセス。,0
B-52,毒入りチョコ（化学）,A・バークリー,チョコレートの核（センター）へ「注射器」で液体毒（ニトロベンゼン等）を物理的に注入。脂質への溶解度と拡散速度を計算。物質の化学的性質と、食品の物理構造を組み合わせた毒物混入。,0
B-53,死の抱擁（毒）,S・S・ヴァン・ダイン,遅効性の毒物。摂取から吸収、代謝を経て致命的な作用をもたらすまでの「化学的プロセス」の遅延を利用。服用した場所と死亡場所を物理的に分離させる、生化学的な遅延工作。,0
B-54,カナリア殺人事件（科学）,S・S・ヴァン・ダイン,「絞殺痕」の物理的形状の分析。紐の太さ、加わった力のベクトル（角度）、抵抗の有無による皮膚の挫滅。力学的な痕跡から、犯人の物理的特性（身長、腕力）を科学的に特定する。,0
B-55,ベンスン殺人事件,S・S・ヴァン・ダイン,弾丸の「弾条痕（ライフリング）」のミクロ分析。銃身内の鋼鉄との摩擦による物理的刻印。特定の火器から発射されたことを物理的証拠として証明する、弾道学的鑑定プロセス。,0
B-56,僧正殺人事件,S・S・ヴァン・ダイン,「矢」の飛行曲線。重力と風向、初速による弾道の計算。物理的な投射体の運動法則に基づき、犯行が行われた座標（射点）を幾何学的に逆算する。,0
B-57,グリーン家殺人事件,S・S・ヴァン・ダイン,雪上の「足跡」の深さと形状。体重による圧力（パスカル）と、靴底の摩擦パターン。雪の物理的変形を利用して、犯人の動線と体重を物理的に記録したフィールドサイン。,0
B-58,死の翼を駆る男,R・スタウト,「航空機の燃料タンク」への不純物混入。燃焼サイクルの化学的阻害によるエンジンの物理的停止。内燃機関の熱力学的な故障を誘発し、墜落という物理現象を引き起こす遠隔破壊工作。,0
B-59,料理長が多すぎる,R・スタウト,「味覚の官能検査」。特定の成分の化学的な濃度（ppm）の差。調味料の配合比率という化学的データを、熟練した味覚受容体で検知し、偽装された料理の正体を科学的に暴く。,0
B-60,赤毛連盟（科学）,C・ドイル,「硝酸銀」の反応による写真の定着。光（電磁波）と銀塩の化学的変化。地下道内でのフラッシュ（化学発光）を利用し、暗闇での視覚情報を物理的な記録として固定するプロセス。,0
B-61,時計を持った男（科学）,C・ドイル,「クロロホルム」の揮発性と吸入による麻酔作用。中枢神経系への化学的干渉。閉鎖空間内でのガス濃度の上昇と、人間の生理的反応時間を計算した物理的な無力化。,0
B-62,空き家の冒険（弾丸）,C・ドイル,「空気銃」による高圧空気の膨張。火薬の燃焼ではなく、物理的な気体圧縮エネルギーを運動エネルギーに変換した投射。発射音が極めて小さいという音響物理的特性を利用した狙撃。,0
B-63,ボヘミアの醜聞（発煙）,C・ドイル,「発煙筒」による急速な酸化反応。二酸化炭素と微粒子の大量発生。光の透過率を物理的に低下させ、視界を遮断。人々の生理的な危機回避行動を誘発する物理的刺激。,0
B-64,黄色い部屋（科学）,G・ルルー,「銃声」の音響分析。密閉空間内での音波の反射と減衰。発射された弾丸のエネルギー（ジュール）と、壁に残された衝撃痕の物理的な深さから、発射位置を特定する。,0
B-65,火刑法廷（毒物）,J・D・カー,「砒素」の残留。死体の髪や爪に蓄積される微量元素の化学的検知。腐敗に強いという砒素の物理的特性を利用し、死後数年経過しても毒殺の証拠を保持し続ける化学的残留性。,0
B-66,三つの柩（科学）,J・D・カー,「雪の結晶」の物理的形状の変化。外気温による融解と再凍結のプロセス。足跡の周囲の雪がいつ溶けたかという熱力学的データから、犯行時の物理的環境を再現する。,0
B-67,皇帝の鼻煙壺（破片）,J・D・カー,「割れたガラス」の応力分布。衝撃が加わった点から放射状に広がる物理的亀裂。破片の飛散方向のベクトル解析により、ガラスが内側から割れたか外側からかを力学的に判定する。,0
B-68,ユダの窓（成分）,J・D・カー,「睡眠薬」の血中濃度。胃の内容物の消化状態という生物化学的時計。成分が血液脳関門を通過するまでの時間を計算し、意識を失った正確な時刻を特定する。,0
B-69,緑のカプセル（色彩）,J・D・カー,「補色」による視覚的残像。特定の色の光を浴びた後の網膜の化学的疲労。目撃者が直後に見た「白」が別の色に見えるという、生理学的な色彩知覚の誤認工作。,0
B-70,嘲笑う後家（インク）,J・D・カー,「インクの乾燥速度」。溶媒の蒸発速度（物理変化）と、紙繊維への浸透深度。記述がいつ行われたかを、化学的な経時変化の状態から物理的に推定するプロセス。,0
B-71,毒入りチョコ（毒分析）,A・バークリー,毒物の「苦味」を打ち消すための甘味料の配合。味覚受容体の閾値を化学的に計算。毒の味という負の特徴を、別の化学物質で中和・隠蔽した、味覚の化学的マスキング。,0
B-72,樽（重量）,F・W・クロフツ,「樽の総質量」の変化。死体と緩衝材（木屑）の密度計算。内容物が液体から固体（人体）に入れ替わった際、重心の位置と慣性モーメントの変化を物理的に検知し、内容物の不正を暴く。,0
B-73,クロイドン（科学）,F・W・クロフツ,「一酸化炭素」のヘモグロビン結合。酸素輸送の物理的阻害による窒息。排気ガスの導入という物理的経路と、血中のカルボキシヘモグロビン形成という化学反応の連動。,0
B-74,寝台急行（毒）,F・W・クロフツ,「モルヒネ」の皮下注射。毛細血管からの吸収速度。特定の薬理作用が現れるまでの時間を計算。物理的な注入箇所と、体循環による成分の拡散プロセス。,0
B-75,アリバイ（指紋）,F・W・クロフツ,「指紋」の脂肪分による付着。分泌物と物体の表面張力。粉末法（物理的吸着）や液体法（化学反応）による潜伏指紋の可視化。隆線という固有の物理パターンの照合。,0
B-76,刺青殺人（薬学）,高木彬光,「青酸カリ」のミトコンドリア電子伝達系への干渉。細胞呼吸の化学的停止。アーモンド臭という特有の揮発成分の化学的検知。瞬時に全細胞のエネルギー代謝を止める化学的即死プロセス。,0
B-77,人形はなぜ（保存）,高木彬光,「ホルマリン」によるタンパク質の変性（固定）。細胞の物理的崩壊（腐敗）の化学的阻害。組織を硬化させ、死体の物理的状態を一定期間、静止画のように固定する化学的保存。,0
B-78,病院坂（血液）,横溝正史,「ルミノール反応」。血液中のヘモグロビンと試薬の酸化還元反応による化学発光。肉眼で見えない微量の物理的痕跡を、エネルギー変換（光）によって科学的に可視化する。,0
B-79,本陣（血液型）,横溝正史,「ABO式血液型」の凝集反応。抗原と抗体の特異的な結合という生化学的現象。現場に残された血液の物理的サンプルから、個体識別を行うための免疫学的分類。,0
B-80,獄門島（生理）,横溝正史,「死後硬直」の進行度。ATPの枯渇による筋肉繊維の物理的な固定化。環境温度と筋肉量に基づいた硬直曲線の計算。人体の物理的変化から、逆算的に死亡時刻を科学的に推定する。,0
B-81,盗まれた手紙,E・A・ポー,「カモフラージュ」。重要な物体を、ありふれた日用品の群れの中に配置。周囲の物体との視覚的な差異（コントラスト）を最小化し、認識の閾値を下げる空間的な隠匿。存在の風景化。,0
B-82,モルグ街の殺人,E・A・ポー,「煙突の内部空間」。通常の人間が入れない垂直方向の狭隘スペース。柔軟な骨格を持つ動物（オランウータン）の物理的体積と、煙突の幾何学的内径の整合性を利用した、死体の垂直隠匿。,0
B-83,黄金虫,E・A・ポー,"「座標計算」。特定の樹木と骸骨という固定点（定点）から、特定の角度で重りを垂らし、地面への投影点を決定する。二次元平面上の幾何学的な座標（X,Y）の特定による埋蔵物の隠し場所。",0
B-84,透明人間（空間）,G・K・チェスタトン,「視覚の死角」。物体の背後、あるいは特定の入射角においてのみ不可視となる座標。空間内の障害物の配置と、観測者の視点のベクトル。物理的には存在するが、光学的・心理的に遮断された空間の利用。,0
B-85,姿なき男,G・K・チェスタトン,「二重底」。容器の物理的容積の一部を、偽の底板で仕切る。外部から測定した体積と、内部で使用可能な体積の間に生じる「隠しスペース」。幾何学的な引き算による空間創出。,0
B-86,隠れ家,江戸川乱歩,「壁内部の空間」。家の設計図に記載されていない、二つの部屋の間に存在する余分な厚み。建築物の外寸と内寸の物理的乖離を利用した、人間の空間的消去。空間の幾何学的偽装。,0
B-87,人間椅子（空間）,江戸川乱歩,「物体の内部空洞」。椅子の構造材を回避し、人体の体積を収容するための、人間工学的な空きスペースの確保。物体の外形を維持したまま、中身を置換する物理的な体積操作。,0
B-88,パノラマ島（配置）,江戸川乱歩,「遠近法の逆用」。遠くにある巨大な物体を、近くにある小さな物体のように見せかける配置。物体の絶対的な大きさと、視角（見かけの大きさ）の間の幾何学的矛盾を利用した空間的偽装。,0
B-89,一寸法師（幾何学）,江戸川乱歩,「鏡像の対称性」。部屋の半分を巨大な鏡で覆い、対称な配置を映し出す。実際には半分しかない空間を、鏡による反転像で「完全な一部屋」に見せかける。空間の幾何学的倍増トリック。,0
B-90,黒蜥蜴（空間配置）,江戸川乱歩,「家具の配置による死角」。特定の視点から死体が見えないように、大型の調度品を幾何学的に配置。視線という直線を遮断するための、物体の座標計算。視界の幾何学的制御。,0
B-91,吸血鬼（空間）,江戸川乱歩,「地下通路の動線」。屋敷のA点からB点へ、地上の最短距離を無視して移動する地下の物理的パイプライン。目撃者の時間距離計算を裏切る、三次元的な空間バイパスの利用。,0
B-92,緑衣の鬼（配置）,江戸川乱歩,「樹上の死角」。人間の視線が通常向かない、垂直方向の高い座標。葉の密度（不透明度）を利用したカモフラージュ。重力に反した位置への配置による、空間的な先入観の破壊。,0
B-93,嘲笑う後家（配置）,J・D・カー,「物陰の死角」。部屋の入り口から死角となる家具の裏に、死体を配置。扉が開く半径と、入室者の視界の扇形範囲を幾何学的に計算。入室の瞬間、物理的に視界に入らない座標の利用。,0
B-94,皇帝の鼻煙壺（空間）,J・D・カー,「鏡の設置角度」。特定の角度（90度など）で配置された鏡による、虚像の投影。自分はA地点にいるが、鏡によってB地点にいるかのように光を屈折させる。光学的な空間座標の偽装。,0
B-95,三つの柩（幾何学）,J・D・カー,「雪上の動線」。一方向だけの足跡。特定の歩き方（後ろ歩き）や、以前の足跡の再利用による、移動のベクトル偽装。地面に残された幾何学的パターンの改ざん。,0
B-96,ユダの窓（空間）,J・D・カー,「窓の格子間隔」。物理的な格子の幅（Cm）と、物体の通過可能性。格子の幾何学的形状を一時的に歪め、あるいは隙間を利用して物体を密室外へ排出する、物理的直径の計算。,0
B-97,密室の境界（幾何学）,J・D・カー,「建築的隙間」。ドアの合わせ目の数ミリの隙間。この空間を介して、外部から内部の物理的操作を行うための、糸や針の物理的直径の計算。隙間という負の空間の利用。,0
B-98,占星術（幾何学）,島田荘司,「死体の分割と再構成」。6体の遺体を切断し、それぞれ一部を廃棄。残った断片を組み合わせ、あたかも6体分が揃っているかのように空間的に配置。総体積を維持したまま、個体数を偽装する幾何学的分割。,0
B-99,斜め屋敷（座標）,島田荘司,「建物の傾斜角」。水平線からの角度（度）。床を転がる物体の加速度ベクトルが、通常の重力方向（垂直）からズレることを利用。物理的な座標系そのものを歪めた、位置エネルギーの再定義。,0
B-100,十角館の殺人,綾辻行人,「建物の平面形状」。正十角形の対称性と、各頂点に配置された部屋の同一性。回転対称を利用し、自分が今どの部屋にいるかという空間的定位を喪失させる。建築の幾何学的反復による、座標の誤認。,0
B-101,水車館の殺人,綾辻行人,「建築の左右対称構造」。建物の半分がもう半分と完全な鏡像関係にある。特定の通路を通る際、右に曲がったか左に曲がったかの認識を空間的に反転させる、幾何学的対称性の悪用。,0
B-102,迷路館の殺人,綾辻行人,「トポロジーの迷路」。閉鎖された通路の接続関係。複数の部屋が複雑なネットワーク状に連結され、最短距離の把握を困難にする。空間の接続行列を複雑化させ、移動時間を増大させる幾何学的迷路。,0
B-103,びっくり館の殺人,綾辻行人,「隠し階段の垂直移動」。一階のA点と二階のB点を、メイン階段を介さず直接繋ぐ物理的経路。屋敷の外形寸法からは予測できない、内部空間の余剰。三次元的な空間のショートカット。,0
B-104,本陣（幾何学配置）,横溝正史,「雪上の円環」。死体の周囲に円を描くように配置された物理的証拠。中心点（死体）からの等距離配置。幾何学的な図形を現場に残すことで、犯行の機械的プロセスを暗示させる空間工作。,0
B-105,獄門島（幾何学）,横溝正史,「三つの死体の三角形配置」。島の異なる三地点に死体を配置。それぞれの地点を頂点とする巨大な三角形という、広域の地理的座標を利用した空間演出。地図上の幾何学的パターンの構築。,0
B-106,八墓村（鍾乳洞）,横溝正史,「洞窟の三次元構造」。垂直の穴（竪穴）と水平の通路の組み合わせ。地上からは到達不可能な座標への、三次元的なアクセス経路の確保。多孔質な空間を利用した、物理的な逃走と隠匿。,0
B-107,犬神家（幾何学）,横溝正史,「湖面の垂直反射」。湖に突き刺さった足（逆さのV字）。水面の水平線に対して垂直に突き出た物体の配置。静止した水面の光学反射を利用した、上下反転の幾何学的視覚演出。,0
B-108,悪魔の手毬唄（配置）,横溝正史,「死体の装飾的配置」。特定の伝統的意匠（手毬や秤）と死体を空間的に統合。物体の配置による象徴的パターンの形成。空間の再定義による、殺人を装飾へと変換する空間工作。,0
B-109,三首塔（幾何学）,横溝正史,「垂直方向の死角」。塔のらせん構造において、上層から下層を見下ろした際の、中心軸周囲の不可視領域。らせんの回転角に応じた死角の発生。円柱座標系を利用した空間的隠匿。,0
B-110,迷路（空間認識）,綾辻行人,「壁の可動パネル」。壁の一部が回転またはスライド。それにより通路の接続トポロジーが変化。部屋AとBの接続を瞬時に切断し、空間の隣接関係を動的に変更する機械的・空間的ギミック。,0
